Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2018-06-15 Kl. 06-07;0,54953;0,54953;0,54953;0,43962;0,54953
2018-06-15 Kl. 07-08;0,55296;0,55296;0,55296;0,44237;0,55296
2018-06-15 Kl. 08-09;0,55639;0,55639;0,55639;0,44511;0,55639
2018-06-15 Kl. 09-10;0,55781;0,55781;0,55781;0,44625;0,55781
2018-06-15 Kl. 10-11;0,55994;0,55994;0,55994;0,44795;0,55994
2018-06-15 Kl. 11-12;0,55946;0,55946;0,55946;0,44757;0,55946
2018-06-15 Kl. 12-13;0,55568;0,55568;0,55568;0,44454;0,55568
2018-06-15 Kl. 13-14;0,55450;0,55450;0,55450;0,44360;0,55450
2018-06-15 Kl. 14-15;0,55190;0,55190;0,55190;0,44152;0,55190
2018-06-15 Kl. 15-16;0,54539;0,54539;0,54539;0,43631;0,54539
2018-06-15 Kl. 16-17;0,54314;0,54314;0,54314;0,43451;0,54314
2018-06-15 Kl. 17-18;0,54586;0,54586;0,54586;0,43669;0,54586
2018-06-15 Kl. 18-19;0,54846;0,54846;0,54846;0,43877;0,54846
2018-06-15 Kl. 19-20;0,54823;0,54823;0,54823;0,43858;0,54823
2018-06-15 Kl. 20-21;0,54598;0,54598;0,54598;0,43678;0,54598
2018-06-15 Kl. 21-22;0,54515;0,54515;0,54515;0,43612;0,54515
2018-06-15 Kl. 22-23;0,54551;0,54551;0,54551;0,43641;0,54551
2018-06-15 Kl. 23-00;0,53889;0,53889;0,53889;0,43111;0,53889
2018-06-16 Kl. 00-01;0,51766;0,51766;0,51766;0,41413;0,51766
2018-06-16 Kl. 01-02;0,49091;0,49091;0,49091;0,39273;0,49091
2018-06-16 Kl. 02-03;0,48336;0,48336;0,48336;0,38669;0,48336
2018-06-16 Kl. 03-04;0,47983;0,47983;0,47983;0,38386;0,47983
2018-06-16 Kl. 04-05;0,47488;0,47488;0,47488;0,37990;0,47488
2018-06-16 Kl. 05-06;0,48655;0,48655;0,48655;0,38924;0,48655
2018-06-16 Kl. 06-07;0,49550;0,49550;0,49550;0,39640;0,49550
2018-06-16 Kl. 07-08;0,51530;0,51530;0,51530;0,41224;0,51530
2018-06-16 Kl. 08-09;0,52168;0,52168;0,54018;0,43214;0,52168
2018-06-16 Kl. 09-10;0,52556;0,52556;0,54536;0,43629;0,52556
2018-06-16 Kl. 10-11;0,52828;0,52828;0,54843;0,43874;0,52828
2018-06-16 Kl. 11-12;0,52769;0,52769;0,54489;0,43591;0,52769
2018-06-16 Kl. 12-13;0,52663;0,52663;0,53511;0,42809;0,52663
2018-06-16 Kl. 13-14;0,52120;0,52120;0,52886;0,42309;0,52120
2018-06-16 Kl. 14-15;0,52285;0,52285;0,52461;0,41969;0,52285
2018-06-16 Kl. 15-16;0,52061;0,52061;0,52415;0,41932;0,52061
2018-06-16 Kl. 16-17;0,51966;0,51966;0,52709;0,42167;0,51966
2018-06-16 Kl. 17-18;0,51896;0,51896;0,53664;0,42931;0,51896
2018-06-16 Kl. 18-19;0,52663;0,52663;0,54241;0,43393;0,52663
2018-06-16 Kl. 19-20;0,53358;0,53358;0,55161;0,44129;0,53358
2018-06-16 Kl. 20-21;0,52580;0,52580;0,54313;0,43450;0,52580
2018-06-16 Kl. 21-22;0,52580;0,52580;0,53818;0,43054;0,52580
2018-06-16 Kl. 22-23;0,52839;0,52839;0,54336;0,43469;0,52839
2018-06-16 Kl. 23-00;0,52144;0,52144;0,52144;0,41715;0,52144
2018-06-17 Kl. 00-01;0,51868;0,51868;0,51868;0,41494;0,51868
2018-06-17 Kl. 01-02;0,49764;0,49764;0,49764;0,39811;0,49764
2018-06-17 Kl. 02-03;0,47789;0,47789;0,47789;0,38231;0,47789
2018-06-17 Kl. 03-04;0,47316;0,47316;0,47316;0,37853;0,47316
2018-06-17 Kl. 04-05;0,46820;0,46820;0,46820;0,37456;0,46820
2018-06-17 Kl. 05-06;0,46866;0,46866;0,46866;0,37493;0,46866
2018-06-17 Kl. 06-07;0,47943;0,47943;0,47943;0,38354;0,47943
2018-06-17 Kl. 07-08;0,49043;0,49043;0,49043;0,39234;0,49043
2018-06-17 Kl. 08-09;0,50024;0,50024;0,51584;0,41267;0,50024
2018-06-17 Kl. 09-10;0,50710;0,50710;0,52933;0,42346;0,50710
2018-06-17 Kl. 10-11;0,50851;0,50851;0,53701;0,42961;0,50851
2018-06-17 Kl. 11-12;0,50626;0,50626;0,54031;0,43225;0,50626
2018-06-17 Kl. 12-13;0,50650;0,50650;0,53736;0,42989;0,50650
2018-06-17 Kl. 13-14;0,50626;0,50626;0,53063;0,42450;0,50626
2018-06-17 Kl. 14-15;0,50626;0,50626;0,52305;0,41844;0,50626
2018-06-17 Kl. 15-16;0,50403;0,50403;0,52069;0,41655;0,50403
2018-06-17 Kl. 16-17;0,49881;0,49881;0,52093;0,41674;0,49881
2018-06-17 Kl. 17-18;0,50816;0,50816;0,52329;0,41863;0,50816
2018-06-17 Kl. 18-19;0,52058;0,52058;0,52223;0,41778;0,52058
2018-06-17 Kl. 19-20;0,53240;0,53240;0,53240;0,42592;0,53240
2018-06-17 Kl. 20-21;0,53938;0,53938;0,53938;0,43150;0,53938
2018-06-17 Kl. 21-22;0,54209;0,54209;0,54209;0,43367;0,54209
2018-06-17 Kl. 22-23;0,54161;0,54161;0,54161;0,43329;0,54161
2018-06-17 Kl. 23-00;0,52495;0,52495;0,52495;0,41996;0,52495
2018-06-18 Kl. 00-01;0,51384;0,51384;0,51384;0,41107;0,51384
2018-06-18 Kl. 01-02;0,47884;0,47884;0,47884;0,38307;0,47884
2018-06-18 Kl. 02-03;0,46123;0,46123;0,46123;0,36898;0,46123
2018-06-18 Kl. 03-04;0,44561;0,44561;0,44561;0,35649;0,44561
2018-06-18 Kl. 04-05;0,43533;0,43533;0,43533;0,34826;0,43533
2018-06-18 Kl. 05-06;0,48298;0,48298;0,48298;0,38638;0,48298
2018-06-18 Kl. 06-07;0,52826;0,52826;0,52826;0,42261;0,52826
2018-06-18 Kl. 07-08;0,55036;0,55036;0,55036;0,44029;0,55036
2018-06-18 Kl. 08-09;0,55864;0,55864;0,55864;0,44691;0,55864
2018-06-18 Kl. 09-10;0,55463;0,55463;0,55463;0,44370;0,55463
2018-06-18 Kl. 10-11;0,54375;0,54375;0,54375;0,43500;0,54375
2018-06-18 Kl. 11-12;0,53901;0,53901;0,53901;0,43121;0,53901
2018-06-18 Kl. 12-13;0,53180;0,53180;0,53180;0,42544;0,53180
2018-06-18 Kl. 13-14;0,53228;0,53228;0,53228;0,42582;0,53228
2018-06-18 Kl. 14-15;0,53015;0,53015;0,53015;0,42412;0,53015
2018-06-18 Kl. 15-16;0,53180;0,53180;0,53180;0,42544;0,53180
2018-06-18 Kl. 16-17;0,52708;0,52708;0,52708;0,42166;0,52708
2018-06-18 Kl. 17-18;0,53843;0,53843;0,53843;0,43074;0,53843
2018-06-18 Kl. 18-19;0,54553;0,54553;0,54553;0,43642;0,54553
2018-06-18 Kl. 19-20;0,54221;0,54221;0,54221;0,43377;0,54221
2018-06-18 Kl. 20-21;0,53559;0,53559;0,53559;0,42847;0,53559
2018-06-18 Kl. 21-22;0,53086;0,53086;0,53086;0,42469;0,53086
2018-06-18 Kl. 22-23;0,52259;0,52259;0,52259;0,41807;0,52259
2018-06-18 Kl. 23-00;0,49173;0,49173;0,49173;0,39338;0,49173
2018-06-19 Kl. 00-01;0,47070;0,47070;0,51779;0,41423;0,47070
2018-06-19 Kl. 01-02;0,45690;0,45690;0,51295;0,41036;0,45690
2018-06-19 Kl. 02-03;0,44769;0,44769;0,51106;0,40885;0,44769
2018-06-19 Kl. 03-04;0,44734;0,44734;0,50846;0,40677;0,44734
2018-06-19 Kl. 04-05;0,44356;0,44356;0,50599;0,40479;0,44356
2018-06-19 Kl. 05-06;0,42563;0,42563;0,51235;0,40988;0,42563
2018-06-19 Kl. 06-07;0,49254;0,49254;0,51636;0,41309;0,49254
2018-06-19 Kl. 07-08;0,52486;0,52486;0,52510;0,42008;0,52486
2018-06-19 Kl. 08-09;0,52616;0,52616;0,52816;0,42253;0,52616
2018-06-19 Kl. 09-10;0,52369;0,52369;0,52439;0,41951;0,52369
2018-06-19 Kl. 10-11;0,52156;0,52156;0,52415;0,41932;0,52156
2018-06-19 Kl. 11-12;0,51873;0,51873;0,52120;0,41696;0,51873
2018-06-19 Kl. 12-13;0,51766;0,51766;0,52534;0,42027;0,51766
2018-06-19 Kl. 13-14;0,51660;0,51660;0,52734;0,42187;0,51660
2018-06-19 Kl. 14-15;0,51448;0,51448;0,52415;0,41932;0,51448
2018-06-19 Kl. 15-16;0,50918;0,50918;0,52239;0,41791;0,50918
2018-06-19 Kl. 16-17;0,50268;0,50268;0,52356;0,41885;0,50268
2018-06-19 Kl. 17-18;0,51130;0,51130;0,52393;0,41914;0,51130
2018-06-19 Kl. 18-19;0,51885;0,51885;0,52439;0,41951;0,51885
2018-06-19 Kl. 19-20;0,52499;0,52499;0,52499;0,41999;0,52499
2018-06-19 Kl. 20-21;0,51696;0,51696;0,52298;0,41838;0,51696
2018-06-19 Kl. 21-22;0,51024;0,51024;0,51920;0,41536;0,51024
2018-06-19 Kl. 22-23;0,50811;0,50811;0,51684;0,41347;0,50811
2018-06-19 Kl. 23-00;0,49478;0,49478;0,51401;0,41121;0,49478
2018-06-20 Kl. 00-01;0,50453;0,50453;0,50760;0,40608;0,50453
2018-06-20 Kl. 01-02;0,48721;0,48721;0,50488;0,40390;0,48721
2018-06-20 Kl. 02-03;0,47215;0,47215;0,50250;0,40200;0,47215
2018-06-20 Kl. 03-04;0,46813;0,46813;0,50001;0,40001;0,46813
2018-06-20 Kl. 04-05;0,46943;0,46943;0,49978;0,39982;0,46943
2018-06-20 Kl. 05-06;0,48780;0,48780;0,50226;0,40181;0,48780
2018-06-20 Kl. 06-07;0,52623;0,52623;0,52623;0,42098;0,52623
2018-06-20 Kl. 07-08;0,53760;0,53760;0,53760;0,43008;0,53760
2018-06-20 Kl. 08-09;0,54164;0,54164;0,54164;0,43331;0,54164
2018-06-20 Kl. 09-10;0,54235;0,54235;0,54235;0,43388;0,54235
2018-06-20 Kl. 10-11;0,54069;0,54069;0,54069;0,43255;0,54069
2018-06-20 Kl. 11-12;0,53321;0,53321;0,53321;0,42657;0,53321
2018-06-20 Kl. 12-13;0,52575;0,52575;0,52575;0,42060;0,52575
2018-06-20 Kl. 13-14;0,51793;0,51793;0,51793;0,41434;0,51793
2018-06-20 Kl. 14-15;0,51424;0,51424;0,51424;0,41139;0,51424
2018-06-20 Kl. 15-16;0,49978;0,49978;0,51306;0,41045;0,49978
2018-06-20 Kl. 16-17;0,49741;0,49741;0,51365;0,41092;0,49741
2018-06-20 Kl. 17-18;0,51128;0,51128;0,51246;0,40997;0,51128
2018-06-20 Kl. 18-19;0,51886;0,51886;0,51886;0,41509;0,51886
2018-06-20 Kl. 19-20;0,51650;0,51650;0,51650;0,41320;0,51650
2018-06-20 Kl. 20-21;0,51056;0,51056;0,51579;0,41263;0,51056
2018-06-20 Kl. 21-22;0,50571;0,50571;0,51745;0,41396;0,50571
2018-06-20 Kl. 22-23;0,50179;0,50179;0,51590;0,41272;0,50179
2018-06-20 Kl. 23-00;0,49279;0,49279;0,51413;0,41130;0,49279
2018-06-21 Kl. 00-01;0,50634;0,50634;0,51889;0,41511;0,50634
2018-06-21 Kl. 01-02;0,48599;0,48599;0,51474;0,41179;0,48599
2018-06-21 Kl. 02-03;0,48409;0,48409;0,51190;0,40952;0,48409
2018-06-21 Kl. 03-04;0,46966;0,46966;0,50989;0,40791;0,46966
2018-06-21 Kl. 04-05;0,46173;0,46173;0,50965;0,40772;0,46173
2018-06-21 Kl. 05-06;0,46588;0,46588;0,51190;0,40952;0,46588
2018-06-21 Kl. 06-07;0,51403;0,51403;0,51403;0,41122;0,51403
2018-06-21 Kl. 07-08;0,54811;0,54811;0,54338;0,43470;0,54125
2018-06-21 Kl. 08-09;0,56788;0,56788;0,55084;0,44067;0,52835
2018-06-21 Kl. 09-10;0,53556;0,53556;0,53556;0,42845;0,52883
2018-06-21 Kl. 10-11;0,52586;0,52586;0,52586;0,42069;0,52586
2018-06-21 Kl. 11-12;0,52268;0,52268;0,52268;0,41814;0,52268
2018-06-21 Kl. 12-13;0,51781;0,51781;0,51781;0,41425;0,51781
2018-06-21 Kl. 13-14;0,51344;0,51344;0,51628;0,41302;0,51344
2018-06-21 Kl. 14-15;0,50941;0,50941;0,51651;0,41321;0,50941
2018-06-21 Kl. 15-16;0,50409;0,50409;0,51781;0,41425;0,50409
2018-06-21 Kl. 16-17;0,49605;0,49605;0,51640;0,41312;0,49605
2018-06-21 Kl. 17-18;0,49581;0,49581;0,51474;0,41179;0,49581
2018-06-21 Kl. 18-19;0,49534;0,49534;0,51510;0,41208;0,49534
2018-06-21 Kl. 19-20;0,49651;0,49651;0,51935;0,41548;0,49651
2018-06-21 Kl. 20-21;0,49486;0,49486;0,51805;0,41444;0,49486
2018-06-21 Kl. 21-22;0,47770;0,47770;0,51238;0,40990;0,47770
2018-06-21 Kl. 22-23;0,46800;0,46800;0,51534;0,41227;0,46800
2018-06-21 Kl. 23-00;0,47391;0,47391;0,51758;0,41406;0,47391
2018-06-22 Kl. 00-01;0,49925;0,49925;0,53294;0,42032;0,49925
2018-06-22 Kl. 01-02;0,48064;0,48064;0,52280;0,41824;0,48064
2018-06-22 Kl. 02-03;0,47781;0,47781;0,52021;0,41617;0,47781
2018-06-22 Kl. 03-04;0,47805;0,47805;0,51833;0,41466;0,47805
2018-06-22 Kl. 04-05;0,46580;0,46580;0,51668;0,41334;0,46580
2018-06-22 Kl. 05-06;0,46121;0,46121;0,51468;0,41174;0,46121
2018-06-22 Kl. 06-07;0,47039;0,47039;0,51939;0,41551;0,47039
2018-06-22 Kl. 07-08;0,48418;0,48418;0,52751;0,42201;0,48418
2018-06-22 Kl. 08-09;0,50043;0,50043;0,53376;0,42701;0,50043
2018-06-22 Kl. 09-10;0,50314;0,50314;0,53588;0,42870;0,50314
2018-06-22 Kl. 10-11;0,49984;0,49984;0,53105;0,42484;0,49984
2018-06-22 Kl. 11-12;0,49465;0,49465;0,53246;0,42597;0,49465
2018-06-22 Kl. 12-13;0,50031;0,50031;0,53046;0,42437;0,50031
2018-06-22 Kl. 13-14;0,50655;0,50655;0,53010;0,42408;0,50655
2018-06-22 Kl. 14-15;0,50538;0,50538;0,52975;0,42380;0,50538
2018-06-22 Kl. 15-16;0,49901;0,49901;0,50538;0,40430;0,49901
2018-06-22 Kl. 16-17;0,49854;0,49854;0,50255;0,40204;0,49854
2018-06-22 Kl. 17-18;0,49478;0,49478;0,50184;0,40147;0,49478
2018-06-22 Kl. 18-19;0,49336;0,49336;0,50243;0,40194;0,49336
2018-06-22 Kl. 19-20;0,47675;0,47675;0,50114;0,40091;0,47675
2018-06-22 Kl. 20-21;0,47581;0,47581;0,50219;0,40175;0,47581
2018-06-22 Kl. 21-22;0,46745;0,46745;0,49360;0,39582;0,46745
2018-06-22 Kl. 22-23;0,48370;0,48370;0,49065;0,39252;0,48370
2018-06-22 Kl. 23-00;0,48995;0,48995;0,48995;0,39196;0,48995
2018-06-23 Kl. 00-01;0,49908;0,49908;0,50025;0,40020;0,49908
2018-06-23 Kl. 01-02;0,47925;0,47925;0,49518;0,39662;0,47925
2018-06-23 Kl. 02-03;0,47784;0,47784;0,49200;0,39360;0,47784
2018-06-23 Kl. 03-04;0,46580;0,46580;0,48845;0,39076;0,46580
2018-06-23 Kl. 04-05;0,45860;0,45860;0,48374;0,38699;0,45860
2018-06-23 Kl. 05-06;0,45258;0,45258;0,48326;0,38661;0,45258
2018-06-23 Kl. 06-07;0,41139;0,41139;0,49459;0,39567;0,41139
2018-06-23 Kl. 07-08;0,42544;0,42544;0,49435;0,39548;0,42544
2018-06-23 Kl. 08-09;0,47383;0,47383;0,49365;0,39492;0,47383
2018-06-23 Kl. 09-10;0,49601;0,49601;0,49601;0,39681;0,49601
2018-06-23 Kl. 10-11;0,50545;0,50545;0,50545;0,40436;0,50545
2018-06-23 Kl. 11-12;0,50320;0,50320;0,50320;0,40256;0,50320
2018-06-23 Kl. 12-13;0,49790;0,49790;0,50191;0,40153;0,49790
2018-06-23 Kl. 13-14;0,49506;0,49506;0,50226;0,40181;0,49506
2018-06-23 Kl. 14-15;0,48775;0,48775;0,50120;0,40096;0,48775
2018-06-23 Kl. 15-16;0,48398;0,48398;0,50025;0,40020;0,48398
2018-06-23 Kl. 16-17;0,47665;0,47665;0,49931;0,39945;0,47665
2018-06-23 Kl. 17-18;0,49283;0,49283;0,49990;0,39992;0,49283
2018-06-23 Kl. 18-19;0,49506;0,49506;0,49966;0,39973;0,49506
2018-06-23 Kl. 19-20;0,50179;0,50179;0,50179;0,40143;0,50179
2018-06-23 Kl. 20-21;0,50356;0,50356;0,50356;0,40285;0,50356
2018-06-23 Kl. 21-22;0,50274;0,50274;0,50274;0,40219;0,50274
2018-06-23 Kl. 22-23;0,49873;0,49873;0,49873;0,39898;0,49873
2018-06-23 Kl. 23-00;0,48468;0,48468;0,48468;0,38774;0,48468
2018-06-24 Kl. 00-01;0,48511;0,48511;0,49326;0,39461;0,48511
2018-06-24 Kl. 01-02;0,47365;0,47365;0,48381;0,38705;0,47365
2018-06-24 Kl. 02-03;0,46243;0,46243;0,47365;0,37892;0,46243
2018-06-24 Kl. 03-04;0,45225;0,45225;0,48109;0,38487;0,45225
2018-06-24 Kl. 04-05;0,41893;0,41893;0,47318;0,37854;0,41893
2018-06-24 Kl. 05-06;0,42059;0,42059;0,45108;0,36086;0,42059
2018-06-24 Kl. 06-07;0,46254;0,46254;0,48358;0,38686;0,46254
2018-06-24 Kl. 07-08;0,48121;0,48121;0,48121;0,38497;0,48121
2018-06-24 Kl. 08-09;0,50910;0,50910;0,50910;0,40728;0,50910
2018-06-24 Kl. 09-10;0,51205;0,51205;0,51205;0,40964;0,51205
2018-06-24 Kl. 10-11;0,51950;0,51950;0,51950;0,41560;0,51950
2018-06-24 Kl. 11-12;0,52410;0,52410;0,52410;0,41928;0,52410
2018-06-24 Kl. 12-13;0,52328;0,52328;0,52328;0,41862;0,52328
2018-06-24 Kl. 13-14;0,52163;0,52163;0,52163;0,41730;0,52163
2018-06-24 Kl. 14-15;0,52280;0,52280;0,52280;0,41824;0,52280
2018-06-24 Kl. 15-16;0,51879;0,51879;0,51879;0,41503;0,51879
2018-06-24 Kl. 16-17;0,51891;0,51891;0,51891;0,41513;0,51891
2018-06-24 Kl. 17-18;0,52068;0,52068;0,52068;0,41654;0,52068
2018-06-24 Kl. 18-19;0,52375;0,52375;0,52375;0,41900;0,52375
2018-06-24 Kl. 19-20;0,53120;0,53120;0,53120;0,42496;0,53120
2018-06-24 Kl. 20-21;0,53073;0,53073;0,53073;0,42458;0,53073
2018-06-24 Kl. 21-22;0,53840;0,53840;0,53840;0,43072;0,53840
2018-06-24 Kl. 22-23;0,53794;0,53794;0,53794;0,43035;0,53794
2018-06-24 Kl. 23-00;0,51158;0,51158;0,51158;0,40926;0,51158
2018-06-25 Kl. 00-01;0,50378;0,50378;0,50295;0,40236;0,50378
2018-06-25 Kl. 01-02;0,49326;0,49326;0,49326;0,39461;0,49326
2018-06-25 Kl. 02-03;0,47731;0,47731;0,47731;0,38185;0,47731
2018-06-25 Kl. 03-04;0,47920;0,47920;0,47920;0,38336;0,47920
2018-06-25 Kl. 04-05;0,48901;0,48901;0,48901;0,39121;0,48901
2018-06-25 Kl. 05-06;0,50863;0,50863;0,50863;0,40690;0,50863
2018-06-25 Kl. 06-07;0,54739;0,54739;0,54739;0,42798;0,54739
2018-06-25 Kl. 07-08;0,54431;0,54431;0,54431;0,43403;0,54431
2018-06-25 Kl. 08-09;0,55484;0,55484;0,55484;0,44377;0,54928
2018-06-25 Kl. 09-10;0,55684;0,55684;0,55684;0,44547;0,54940
2018-06-25 Kl. 10-11;0,55814;0,55814;0,55814;0,44651;0,54964
2018-06-25 Kl. 11-12;0,55731;0,55731;0,55731;0,44585;0,54904
2018-06-25 Kl. 12-13;0,55684;0,55684;0,55684;0,44547;0,54975
2018-06-25 Kl. 13-14;0,55696;0,55696;0,55696;0,44557;0,54986
2018-06-25 Kl. 14-15;0,55211;0,55211;0,55211;0,44169;0,54928
2018-06-25 Kl. 15-16;0,54763;0,54763;0,54763;0,43810;0,54763
2018-06-25 Kl. 16-17;0,53758;0,53758;0,53758;0,43006;0,53758
2018-06-25 Kl. 17-18;0,54940;0,54940;0,54940;0,43630;0,54715
2018-06-25 Kl. 18-19;0,55424;0,55424;0,55424;0,43498;0,54940
2018-06-25 Kl. 19-20;0,55164;0,55164;0,55164;0,43488;0,55116
2018-06-25 Kl. 20-21;0,54444;0,54444;0,54444;0,43290;0,54444
2018-06-25 Kl. 21-22;0,54089;0,54089;0,54089;0,42779;0,54089
2018-06-25 Kl. 22-23;0,53876;0,53876;0,53876;0,42543;0,53876
2018-06-25 Kl. 23-00;0,51985;0,51985;0,51985;0,41588;0,51985
2018-06-26 Kl. 00-01;0,52240;0,52240;0,52240;0,41792;0,52240
2018-06-26 Kl. 01-02;0,50071;0,50071;0,50071;0,40057;0,50071
2018-06-26 Kl. 02-03;0,48910;0,48910;0,48910;0,39128;0,48910
2018-06-26 Kl. 03-04;0,49243;0,49243;0,49243;0,39394;0,49243
2018-06-26 Kl. 04-05;0,49526;0,49526;0,49526;0,39621;0,49526
2018-06-26 Kl. 05-06;0,51351;0,51351;0,51351;0,41081;0,51351
2018-06-26 Kl. 06-07;0,55581;0,55581;0,56139;0,44911;0,55581
2018-06-26 Kl. 07-08;0,56126;0,56126;0,56861;0,45489;0,56126
2018-06-26 Kl. 08-09;0,56256;0,56256;0,57679;0,46143;0,56256
2018-06-26 Kl. 09-10;0,56245;0,56245;0,57939;0,46351;0,56245
2018-06-26 Kl. 10-11;0,56233;0,56233;0,58010;0,46408;0,56233
2018-06-26 Kl. 11-12;0,56233;0,56233;0,58188;0,46550;0,56233
2018-06-26 Kl. 12-13;0,56174;0,56174;0,59184;0,47347;0,56174
2018-06-26 Kl. 13-14;0,56233;0,56233;0,59361;0,47489;0,56233
2018-06-26 Kl. 14-15;0,55913;0,55913;0,59171;0,47337;0,55913
2018-06-26 Kl. 15-16;0,56115;0,56115;0,57809;0,46247;0,56115
2018-06-26 Kl. 16-17;0,55664;0,55664;0,55664;0,44531;0,55664
2018-06-26 Kl. 17-18;0,56624;0,56624;0,56624;0,45299;0,56624
2018-06-26 Kl. 18-19;0,56766;0,56766;0,56766;0,45413;0,56766
2018-06-26 Kl. 19-20;0,56364;0,56364;0,56364;0,45091;0,56364
2018-06-26 Kl. 20-21;0,55735;0,55735;0,55735;0,44588;0,55735
2018-06-26 Kl. 21-22;0,55439;0,55439;0,55439;0,44351;0,55439
2018-06-26 Kl. 22-23;0,55108;0,55108;0,55108;0,44086;0,55108
2018-06-26 Kl. 23-00;0,52703;0,52703;0,52631;0,42105;0,52703
2018-06-27 Kl. 00-01;0,52081;0,52081;0,52081;0,41665;0,52081
2018-06-27 Kl. 01-02;0,50920;0,50920;0,50920;0,40736;0,50920
2018-06-27 Kl. 02-03;0,49689;0,49689;0,49689;0,39751;0,49689
2018-06-27 Kl. 03-04;0,49144;0,49144;0,49144;0,39315;0,49144
2018-06-27 Kl. 04-05;0,48990;0,48990;0,48990;0,39192;0,48990
2018-06-27 Kl. 05-06;0,51916;0,51916;0,51916;0,41533;0,51916
2018-06-27 Kl. 06-07;0,56026;0,56026;0,56026;0,44821;0,56026
2018-06-27 Kl. 07-08;0,56323;0,56323;0,56323;0,45058;0,56323
2018-06-27 Kl. 08-09;0,57295;0,57295;0,57295;0,45836;0,56750
2018-06-27 Kl. 09-10;0,57496;0,57496;0,57496;0,45997;0,56501
2018-06-27 Kl. 10-11;0,57603;0,57603;0,57603;0,46082;0,56489
2018-06-27 Kl. 11-12;0,57283;0,57283;0,57283;0,45826;0,56335
2018-06-27 Kl. 12-13;0,57425;0,57425;0,57425;0,45940;0,56489
2018-06-27 Kl. 13-14;0,57650;0,57650;0,57650;0,46120;0,56074
2018-06-27 Kl. 14-15;0,57698;0,57698;0,57698;0,46158;0,56253
2018-06-27 Kl. 15-16;0,57046;0,57046;0,57046;0,45637;0,56264
2018-06-27 Kl. 16-17;0,56335;0,56335;0,56335;0,45068;0,56323
2018-06-27 Kl. 17-18;0,57046;0,57046;0,57046;0,45637;0,56121
2018-06-27 Kl. 18-19;0,58113;0,58113;0,58113;0,46490;0,56169
2018-06-27 Kl. 19-20;0,57804;0,57804;0,57804;0,46243;0,57568
2018-06-27 Kl. 20-21;0,56738;0,56738;0,56738;0,45390;0,56738
2018-06-27 Kl. 21-22;0,57034;0,57034;0,57034;0,45627;0,57034
2018-06-27 Kl. 22-23;0,56513;0,56513;0,56513;0,45210;0,56513
2018-06-27 Kl. 23-00;0,53716;0,53716;0,53716;0,42973;0,53716
2018-06-28 Kl. 00-01;0,53039;0,53039;0,53039;0,42431;0,53039
2018-06-28 Kl. 01-02;0,50560;0,50560;0,50560;0,40448;0,50560
2018-06-28 Kl. 02-03;0,49396;0,49396;0,49396;0,39517;0,49396
2018-06-28 Kl. 03-04;0,48685;0,48685;0,48685;0,38948;0,48685
2018-06-28 Kl. 04-05;0,47569;0,47569;0,47569;0,38055;0,47569
2018-06-28 Kl. 05-06;0,52220;0,52220;0,52220;0,41776;0,52220
2018-06-28 Kl. 06-07;0,55923;0,55923;0,55923;0,44738;0,55923
2018-06-28 Kl. 07-08;0,58273;0,58273;0,58273;0,46618;0,56326
2018-06-28 Kl. 08-09;0,60040;0,59744;0,60040;0,48032;0,56385
2018-06-28 Kl. 09-10;0,60610;0,59731;0,60610;0,48488;0,56398
2018-06-28 Kl. 10-11;0,59625;0,59258;0,59625;0,47700;0,56398
2018-06-28 Kl. 11-12;0,59031;0,59031;0,59031;0,47225;0,56516
2018-06-28 Kl. 12-13;0,58545;0,58545;0,58545;0,46836;0,56599
2018-06-28 Kl. 13-14;0,58391;0,58391;0,58391;0,46713;0,56551
2018-06-28 Kl. 14-15;0,57573;0,57573;0,57573;0,46058;0,56575
2018-06-28 Kl. 15-16;0,56469;0,56469;0,56469;0,45175;0,56469
2018-06-28 Kl. 16-17;0,55389;0,55389;0,55389;0,44311;0,55389
2018-06-28 Kl. 17-18;0,56219;0,56219;0,56219;0,44975;0,56219
2018-06-28 Kl. 18-19;0,56409;0,56409;0,56409;0,45127;0,56409
2018-06-28 Kl. 19-20;0,56789;0,56789;0,56789;0,43770;0,56789
2018-06-28 Kl. 20-21;0,55626;0,55626;0,55626;0,43656;0,55626
2018-06-28 Kl. 21-22;0,54321;0,54321;0,54321;0,43457;0,54321
2018-06-28 Kl. 22-23;0,54238;0,54238;0,54238;0,43390;0,54238
2018-06-28 Kl. 23-00;0,50904;0,50904;0,51129;0,40903;0,50904
2018-06-29 Kl. 00-01;0,51369;0,51369;0,51914;0,41531;0,51369
2018-06-29 Kl. 01-02;0,50091;0,50091;0,51725;0,41380;0,50091
2018-06-29 Kl. 02-03;0,48671;0,48671;0,51511;0,41209;0,48671
2018-06-29 Kl. 03-04;0,48694;0,48694;0,51239;0,40991;0,48694
2018-06-29 Kl. 04-05;0,48576;0,48576;0,51215;0,40972;0,48576
2018-06-29 Kl. 05-06;0,50163;0,50163;0,51358;0,41086;0,50163
2018-06-29 Kl. 06-07;0,53441;0,53441;0,53441;0,42753;0,53441
2018-06-29 Kl. 07-08;0,56660;0,56660;0,56636;0,44684;0,56660
2018-06-29 Kl. 08-09;0,58080;0,58080;0,58080;0,45035;0,58080
2018-06-29 Kl. 09-10;0,58684;0,58684;0,58684;0,45262;0,58684
